residue,method,d,a,b
2101,general_key_d_3,3,4,8
2102,formula_even,,,
2103,formula_divisible_by_3,,,
2104,formula_even,,,
2105,general_key_d_7,7,4,24
2106,formula_even,,,
2107,formula_3_mod_4,,,
2108,formula_even,,,
2109,formula_divisible_by_3,,,
2110,formula_even,,,
2111,formula_3_mod_4,,,
2112,formula_even,,,
2113,general_key_d_7,7,8,20
2114,formula_even,,,
2115,formula_divisible_by_3,,,
2116,formula_even,,,
2117,general_key_d_3,3,4,8
2118,formula_even,,,
2119,formula_3_mod_4,,,
2120,formula_even,,,
2121,formula_divisible_by_3,,,
2122,formula_even,,,
2123,formula_3_mod_4,,,
2124,formula_even,,,
2125,general_key_d_3,3,4,8
2126,formula_even,,,
2127,formula_divisible_by_3,,,
2128,formula_even,,,
2129,general_key_d_7,7,4,24
2130,formula_even,,,
2131,formula_3_mod_4,,,
2132,formula_even,,,
2133,formula_divisible_by_3,,,
2134,formula_even,,,
2135,formula_3_mod_4,,,
2136,formula_even,,,
2137,general_key_d_3,3,2,10
2138,formula_even,,,
2139,formula_divisible_by_3,,,
2140,formula_even,,,
2141,general_key_d_3,3,4,8
2142,formula_even,,,
2143,formula_3_mod_4,,,
2144,formula_even,,,
2145,formula_divisible_by_3,,,
2146,formula_even,,,
2147,formula_3_mod_4,,,
2148,formula_even,,,
2149,general_key_d_3,3,4,8
2150,formula_even,,,
2151,formula_divisible_by_3,,,
2152,formula_even,,,
2153,general_key_d_7,7,4,24
2154,formula_even,,,
2155,formula_3_mod_4,,,
2156,formula_even,,,
2157,formula_divisible_by_3,,,
2158,formula_even,,,
2159,formula_3_mod_4,,,
2160,formula_even,,,
2161,general_key_d_23,23,8,84
2162,formula_even,,,
2163,formula_divisible_by_3,,,
2164,formula_even,,,
2165,general_key_d_3,3,4,8
2166,formula_even,,,
2167,formula_3_mod_4,,,
2168,formula_even,,,
2169,formula_divisible_by_3,,,
2170,formula_even,,,
2171,formula_3_mod_4,,,
2172,formula_even,,,
2173,general_key_d_3,3,4,8
2174,formula_even,,,
2175,formula_divisible_by_3,,,
2176,formula_even,,,
2177,general_key_d_7,7,4,24
2178,formula_even,,,
2179,formula_3_mod_4,,,
2180,formula_even,,,
2181,formula_divisible_by_3,,,
2182,formula_even,,,
2183,formula_3_mod_4,,,
2184,formula_even,,,
2185,general_key_d_3,3,2,10
2186,formula_even,,,
2187,formula_divisible_by_3,,,
2188,formula_even,,,
2189,general_key_d_3,3,4,8
2190,formula_even,,,
2191,formula_3_mod_4,,,
2192,formula_even,,,
2193,formula_divisible_by_3,,,
2194,formula_even,,,
2195,formula_3_mod_4,,,
2196,formula_even,,,
2197,general_key_d_3,3,4,8
2198,formula_even,,,
2199,formula_divisible_by_3,,,
2200,formula_even,,,
2201,general_key_d_7,7,4,24
2202,formula_even,,,
2203,formula_3_mod_4,,,
2204,formula_even,,,
2205,formula_divisible_by_3,,,
2206,formula_even,,,
2207,formula_3_mod_4,,,
2208,formula_even,,,
2209,uncovered,,,
2210,formula_even,,,
2211,formula_divisible_by_3,,,
2212,formula_even,,,
2213,general_key_d_3,3,4,8
2214,formula_even,,,
2215,formula_3_mod_4,,,
2216,formula_even,,,
2217,formula_divisible_by_3,,,
2218,formula_even,,,
2219,formula_3_mod_4,,,
2220,formula_even,,,
2221,general_key_d_3,3,4,8
2222,formula_even,,,
2223,formula_divisible_by_3,,,
2224,formula_even,,,
2225,general_key_d_7,7,4,24
2226,formula_even,,,
2227,formula_3_mod_4,,,
2228,formula_even,,,
2229,formula_divisible_by_3,,,
2230,formula_even,,,
2231,formula_3_mod_4,,,
2232,formula_even,,,
2233,general_key_d_7,7,8,20
2234,formula_even,,,
2235,formula_divisible_by_3,,,
2236,formula_even,,,
2237,general_key_d_3,3,4,8
2238,formula_even,,,
2239,formula_3_mod_4,,,
2240,formula_even,,,
2241,formula_divisible_by_3,,,
2242,formula_even,,,
2243,formula_3_mod_4,,,
2244,formula_even,,,
2245,general_key_d_3,3,4,8
2246,formula_even,,,
2247,formula_divisible_by_3,,,
2248,formula_even,,,
2249,general_key_d_7,7,4,24
2250,formula_even,,,
2251,formula_3_mod_4,,,
2252,formula_even,,,
2253,formula_divisible_by_3,,,
2254,formula_even,,,
2255,formula_3_mod_4,,,
2256,formula_even,,,
2257,general_key_d_3,3,2,10
2258,formula_even,,,
2259,formula_divisible_by_3,,,
2260,formula_even,,,
2261,general_key_d_3,3,4,8
2262,formula_even,,,
2263,formula_3_mod_4,,,
2264,formula_even,,,
2265,formula_divisible_by_3,,,
2266,formula_even,,,
2267,formula_3_mod_4,,,
2268,formula_even,,,
2269,general_key_d_3,3,4,8
2270,formula_even,,,
2271,formula_divisible_by_3,,,
2272,formula_even,,,
2273,general_key_d_7,7,4,24
2274,formula_even,,,
2275,formula_3_mod_4,,,
2276,formula_even,,,
2277,formula_divisible_by_3,,,
2278,formula_even,,,
2279,formula_3_mod_4,,,
2280,formula_even,,,
2281,general_key_d_15,15,4,56
2282,formula_even,,,
2283,formula_divisible_by_3,,,
2284,formula_even,,,
2285,general_key_d_3,3,4,8
2286,formula_even,,,
2287,formula_3_mod_4,,,
2288,formula_even,,,
2289,formula_divisible_by_3,,,
2290,formula_even,,,
2291,formula_3_mod_4,,,
2292,formula_even,,,
2293,general_key_d_3,3,4,8
2294,formula_even,,,
2295,formula_divisible_by_3,,,
2296,formula_even,,,
2297,general_key_d_7,7,4,24
2298,formula_even,,,
2299,formula_3_mod_4,,,
2300,formula_even,,,
2301,formula_divisible_by_3,,,
2302,formula_even,,,
2303,formula_3_mod_4,,,
2304,formula_even,,,
2305,general_key_d_3,3,2,10
2306,formula_even,,,
2307,formula_divisible_by_3,,,
2308,formula_even,,,
2309,general_key_d_3,3,4,8
2310,formula_even,,,
2311,formula_3_mod_4,,,
2312,formula_even,,,
2313,formula_divisible_by_3,,,
2314,formula_even,,,
2315,formula_3_mod_4,,,
2316,formula_even,,,
2317,general_key_d_3,3,4,8
2318,formula_even,,,
2319,formula_divisible_by_3,,,
2320,formula_even,,,
2321,general_key_d_7,7,4,24
2322,formula_even,,,
2323,formula_3_mod_4,,,
2324,formula_even,,,
2325,formula_divisible_by_3,,,
2326,formula_even,,,
2327,formula_3_mod_4,,,
2328,formula_even,,,
2329,general_key_d_23,23,8,84
2330,formula_even,,,
2331,formula_divisible_by_3,,,
2332,formula_even,,,
2333,general_key_d_3,3,4,8
2334,formula_even,,,
2335,formula_3_mod_4,,,
2336,formula_even,,,
2337,formula_divisible_by_3,,,
2338,formula_even,,,
2339,formula_3_mod_4,,,
2340,formula_even,,,
2341,general_key_d_3,3,4,8
2342,formula_even,,,
2343,formula_divisible_by_3,,,
2344,formula_even,,,
2345,general_key_d_7,7,4,24
2346,formula_even,,,
2347,formula_3_mod_4,,,
2348,formula_even,,,
2349,formula_divisible_by_3,,,
2350,formula_even,,,
2351,formula_3_mod_4,,,
2352,formula_even,,,
2353,general_key_d_7,7,8,20
2354,formula_even,,,
2355,formula_divisible_by_3,,,
2356,formula_even,,,
2357,general_key_d_3,3,4,8
2358,formula_even,,,
2359,formula_3_mod_4,,,
2360,formula_even,,,
2361,formula_divisible_by_3,,,
2362,formula_even,,,
2363,formula_3_mod_4,,,
2364,formula_even,,,
2365,general_key_d_3,3,4,8
2366,formula_even,,,
2367,formula_divisible_by_3,,,
2368,formula_even,,,
2369,general_key_d_7,7,4,24
2370,formula_even,,,
2371,formula_3_mod_4,,,
2372,formula_even,,,
2373,formula_divisible_by_3,,,
2374,formula_even,,,
2375,formula_3_mod_4,,,
2376,formula_even,,,
2377,general_key_d_3,3,2,10
2378,formula_even,,,
2379,formula_divisible_by_3,,,
2380,formula_even,,,
2381,general_key_d_3,3,4,8
2382,formula_even,,,
2383,formula_3_mod_4,,,
2384,formula_even,,,
2385,formula_divisible_by_3,,,
2386,formula_even,,,
2387,formula_3_mod_4,,,
2388,formula_even,,,
2389,general_key_d_3,3,4,8
2390,formula_even,,,
2391,formula_divisible_by_3,,,
2392,formula_even,,,
2393,general_key_d_7,7,4,24
2394,formula_even,,,
2395,formula_3_mod_4,,,
2396,formula_even,,,
2397,formula_divisible_by_3,,,
2398,formula_even,,,
2399,formula_3_mod_4,,,
2400,formula_even,,,
2401,general_key_d_11,11,2,42
2402,formula_even,,,
2403,formula_divisible_by_3,,,
2404,formula_even,,,
2405,general_key_d_3,3,4,8
2406,formula_even,,,
2407,formula_3_mod_4,,,
2408,formula_even,,,
2409,formula_divisible_by_3,,,
2410,formula_even,,,
2411,formula_3_mod_4,,,
2412,formula_even,,,
2413,general_key_d_3,3,4,8
2414,formula_even,,,
2415,formula_divisible_by_3,,,
2416,formula_even,,,
2417,general_key_d_7,7,4,24
2418,formula_even,,,
2419,formula_3_mod_4,,,
2420,formula_even,,,
2421,formula_divisible_by_3,,,
2422,formula_even,,,
2423,formula_3_mod_4,,,
2424,formula_even,,,
2425,general_key_d_3,3,2,10
2426,formula_even,,,
2427,formula_divisible_by_3,,,
2428,formula_even,,,
2429,general_key_d_3,3,4,8
2430,formula_even,,,
2431,formula_3_mod_4,,,
2432,formula_even,,,
2433,formula_divisible_by_3,,,
2434,formula_even,,,
2435,formula_3_mod_4,,,
2436,formula_even,,,
2437,general_key_d_3,3,4,8
2438,formula_even,,,
2439,formula_divisible_by_3,,,
2440,formula_even,,,
2441,general_key_d_7,7,4,24
2442,formula_even,,,
2443,formula_3_mod_4,,,
2444,formula_even,,,
2445,formula_divisible_by_3,,,
2446,formula_even,,,
2447,formula_3_mod_4,,,
2448,formula_even,,,
2449,general_key_d_15,15,4,56
2450,formula_even,,,
2451,formula_divisible_by_3,,,
2452,formula_even,,,
2453,general_key_d_3,3,4,8
2454,formula_even,,,
2455,formula_3_mod_4,,,
2456,formula_even,,,
2457,formula_divisible_by_3,,,
2458,formula_even,,,
2459,formula_3_mod_4,,,
2460,formula_even,,,
2461,general_key_d_3,3,4,8
2462,formula_even,,,
2463,formula_divisible_by_3,,,
2464,formula_even,,,
2465,general_key_d_7,7,4,24
2466,formula_even,,,
2467,formula_3_mod_4,,,
2468,formula_even,,,
2469,formula_divisible_by_3,,,
2470,formula_even,,,
2471,formula_3_mod_4,,,
2472,formula_even,,,
2473,general_key_d_7,7,8,20
2474,formula_even,,,
2475,formula_divisible_by_3,,,
2476,formula_even,,,
2477,general_key_d_3,3,4,8
2478,formula_even,,,
2479,formula_3_mod_4,,,
2480,formula_even,,,
2481,formula_divisible_by_3,,,
2482,formula_even,,,
2483,formula_3_mod_4,,,
2484,formula_even,,,
2485,general_key_d_3,3,4,8
2486,formula_even,,,
2487,formula_divisible_by_3,,,
2488,formula_even,,,
2489,general_key_d_7,7,4,24
2490,formula_even,,,
2491,formula_3_mod_4,,,
2492,formula_even,,,
2493,formula_divisible_by_3,,,
2494,formula_even,,,
2495,formula_3_mod_4,,,
2496,formula_even,,,
2497,general_key_d_3,3,2,10
2498,formula_even,,,
2499,formula_divisible_by_3,,,
2500,formula_even,,,
2501,general_key_d_3,3,4,8
2502,formula_even,,,
2503,formula_3_mod_4,,,
2504,formula_even,,,
2505,formula_divisible_by_3,,,
2506,formula_even,,,
2507,formula_3_mod_4,,,
2508,formula_even,,,
2509,general_key_d_3,3,4,8
2510,formula_even,,,
2511,formula_divisible_by_3,,,
2512,formula_even,,,
2513,general_key_d_7,7,4,24
2514,formula_even,,,
2515,formula_3_mod_4,,,
2516,formula_even,,,
2517,formula_divisible_by_3,,,
2518,formula_even,,,
2519,formula_3_mod_4,,,
2520,formula_even,,,
2521,uncovered,,,
2522,formula_even,,,
2523,formula_divisible_by_3,,,
2524,formula_even,,,
2525,general_key_d_3,3,4,8
2526,formula_even,,,
2527,formula_3_mod_4,,,
2528,formula_even,,,
2529,formula_divisible_by_3,,,
2530,formula_even,,,
2531,formula_3_mod_4,,,
2532,formula_even,,,
2533,general_key_d_3,3,4,8
2534,formula_even,,,
2535,formula_divisible_by_3,,,
2536,formula_even,,,
2537,general_key_d_7,7,4,24
2538,formula_even,,,
2539,formula_3_mod_4,,,
2540,formula_even,,,
2541,formula_divisible_by_3,,,
2542,formula_even,,,
2543,formula_3_mod_4,,,
2544,formula_even,,,
2545,general_key_d_3,3,2,10
2546,formula_even,,,
2547,formula_divisible_by_3,,,
2548,formula_even,,,
2549,general_key_d_3,3,4,8
2550,formula_even,,,
2551,formula_3_mod_4,,,
2552,formula_even,,,
2553,formula_divisible_by_3,,,
2554,formula_even,,,
2555,formula_3_mod_4,,,
2556,formula_even,,,
2557,general_key_d_3,3,4,8
2558,formula_even,,,
2559,formula_divisible_by_3,,,
2560,formula_even,,,
2561,general_key_d_7,7,4,24
2562,formula_even,,,
2563,formula_3_mod_4,,,
2564,formula_even,,,
2565,formula_divisible_by_3,,,
2566,formula_even,,,
2567,formula_3_mod_4,,,
2568,formula_even,,,
2569,general_key_d_11,11,2,42
2570,formula_even,,,
2571,formula_divisible_by_3,,,
2572,formula_even,,,
2573,general_key_d_3,3,4,8
2574,formula_even,,,
2575,formula_3_mod_4,,,
2576,formula_even,,,
2577,formula_divisible_by_3,,,
2578,formula_even,,,
2579,formula_3_mod_4,,,
2580,formula_even,,,
2581,general_key_d_3,3,4,8
2582,formula_even,,,
2583,formula_divisible_by_3,,,
2584,formula_even,,,
2585,general_key_d_7,7,4,24
2586,formula_even,,,
2587,formula_3_mod_4,,,
2588,formula_even,,,
2589,formula_divisible_by_3,,,
2590,formula_even,,,
2591,formula_3_mod_4,,,
2592,formula_even,,,
2593,general_key_d_7,7,8,20
2594,formula_even,,,
2595,formula_divisible_by_3,,,
2596,formula_even,,,
2597,general_key_d_3,3,4,8
2598,formula_even,,,
2599,formula_3_mod_4,,,
2600,formula_even,,,
2601,formula_divisible_by_3,,,
2602,formula_even,,,
2603,formula_3_mod_4,,,
2604,formula_even,,,
2605,general_key_d_3,3,4,8
2606,formula_even,,,
2607,formula_divisible_by_3,,,
2608,formula_even,,,
2609,general_key_d_7,7,4,24
2610,formula_even,,,
2611,formula_3_mod_4,,,
2612,formula_even,,,
2613,formula_divisible_by_3,,,
2614,formula_even,,,
2615,formula_3_mod_4,,,
2616,formula_even,,,
2617,general_key_d_3,3,2,10
2618,formula_even,,,
2619,formula_divisible_by_3,,,
2620,formula_even,,,
2621,general_key_d_3,3,4,8
2622,formula_even,,,
2623,formula_3_mod_4,,,
2624,formula_even,,,
2625,formula_divisible_by_3,,,
2626,formula_even,,,
2627,formula_3_mod_4,,,
2628,formula_even,,,
2629,general_key_d_3,3,4,8
2630,formula_even,,,
2631,formula_divisible_by_3,,,
2632,formula_even,,,
2633,general_key_d_7,7,4,24
2634,formula_even,,,
2635,formula_3_mod_4,,,
2636,formula_even,,,
2637,formula_divisible_by_3,,,
2638,formula_even,,,
2639,formula_3_mod_4,,,
2640,formula_even,,,
2641,uncovered,,,
2642,formula_even,,,
2643,formula_divisible_by_3,,,
2644,formula_even,,,
2645,general_key_d_3,3,4,8
2646,formula_even,,,
2647,formula_3_mod_4,,,
2648,formula_even,,,
2649,formula_divisible_by_3,,,
2650,formula_even,,,
2651,formula_3_mod_4,,,
2652,formula_even,,,
2653,general_key_d_3,3,4,8
2654,formula_even,,,
2655,formula_divisible_by_3,,,
2656,formula_even,,,
2657,general_key_d_7,7,4,24
2658,formula_even,,,
2659,formula_3_mod_4,,,
2660,formula_even,,,
2661,formula_divisible_by_3,,,
2662,formula_even,,,
2663,formula_3_mod_4,,,
2664,formula_even,,,
2665,general_key_d_3,3,2,10
2666,formula_even,,,
2667,formula_divisible_by_3,,,
2668,formula_even,,,
2669,general_key_d_3,3,4,8
2670,formula_even,,,
2671,formula_3_mod_4,,,
2672,formula_even,,,
2673,formula_divisible_by_3,,,
2674,formula_even,,,
2675,formula_3_mod_4,,,
2676,formula_even,,,
2677,general_key_d_3,3,4,8
2678,formula_even,,,
2679,formula_divisible_by_3,,,
2680,formula_even,,,
2681,general_key_d_7,7,4,24
2682,formula_even,,,
2683,formula_3_mod_4,,,
2684,formula_even,,,
2685,formula_divisible_by_3,,,
2686,formula_even,,,
2687,formula_3_mod_4,,,
2688,formula_even,,,
2689,uncovered,,,
2690,formula_even,,,
2691,formula_divisible_by_3,,,
2692,formula_even,,,
2693,general_key_d_3,3,4,8
2694,formula_even,,,
2695,formula_3_mod_4,,,
2696,formula_even,,,
2697,formula_divisible_by_3,,,
2698,formula_even,,,
2699,formula_3_mod_4,,,
2700,formula_even,,,
2701,general_key_d_3,3,4,8
2702,formula_even,,,
2703,formula_divisible_by_3,,,
2704,formula_even,,,
2705,general_key_d_7,7,4,24
2706,formula_even,,,
2707,formula_3_mod_4,,,
2708,formula_even,,,
2709,formula_divisible_by_3,,,
2710,formula_even,,,
2711,formula_3_mod_4,,,
2712,formula_even,,,
2713,general_key_d_7,7,8,20
2714,formula_even,,,
2715,formula_divisible_by_3,,,
2716,formula_even,,,
2717,general_key_d_3,3,4,8
2718,formula_even,,,
2719,formula_3_mod_4,,,
2720,formula_even,,,
2721,formula_divisible_by_3,,,
2722,formula_even,,,
2723,formula_3_mod_4,,,
2724,formula_even,,,
2725,general_key_d_3,3,4,8
2726,formula_even,,,
2727,formula_divisible_by_3,,,
2728,formula_even,,,
2729,general_key_d_7,7,4,24
2730,formula_even,,,
2731,formula_3_mod_4,,,
2732,formula_even,,,
2733,formula_divisible_by_3,,,
2734,formula_even,,,
2735,formula_3_mod_4,,,
2736,formula_even,,,
2737,general_key_d_3,3,2,10
2738,formula_even,,,
2739,formula_divisible_by_3,,,
2740,formula_even,,,
2741,general_key_d_3,3,4,8
2742,formula_even,,,
2743,formula_3_mod_4,,,
2744,formula_even,,,
2745,formula_divisible_by_3,,,
2746,formula_even,,,
2747,formula_3_mod_4,,,
2748,formula_even,,,
2749,general_key_d_3,3,4,8
2750,formula_even,,,
2751,formula_divisible_by_3,,,
2752,formula_even,,,
2753,general_key_d_7,7,4,24
2754,formula_even,,,
2755,formula_3_mod_4,,,
2756,formula_even,,,
2757,formula_divisible_by_3,,,
2758,formula_even,,,
2759,formula_3_mod_4,,,
2760,formula_even,,,
2761,general_key_d_11,11,2,42
2762,formula_even,,,
2763,formula_divisible_by_3,,,
2764,formula_even,,,
2765,general_key_d_3,3,4,8
2766,formula_even,,,
2767,formula_3_mod_4,,,
2768,formula_even,,,
2769,formula_divisible_by_3,,,
2770,formula_even,,,
2771,formula_3_mod_4,,,
2772,formula_even,,,
2773,general_key_d_3,3,4,8
2774,formula_even,,,
2775,formula_divisible_by_3,,,
2776,formula_even,,,
2777,general_key_d_7,7,4,24
2778,formula_even,,,
2779,formula_3_mod_4,,,
2780,formula_even,,,
2781,formula_divisible_by_3,,,
2782,formula_even,,,
2783,formula_3_mod_4,,,
2784,formula_even,,,
2785,general_key_d_3,3,2,10
2786,formula_even,,,
2787,formula_divisible_by_3,,,
2788,formula_even,,,
2789,general_key_d_3,3,4,8
2790,formula_even,,,
2791,formula_3_mod_4,,,
2792,formula_even,,,
2793,formula_divisible_by_3,,,
2794,formula_even,,,
2795,formula_3_mod_4,,,
2796,formula_even,,,
2797,general_key_d_3,3,4,8
2798,formula_even,,,
2799,formula_divisible_by_3,,,
2800,formula_even,,,
2801,general_key_d_7,7,4,24
2802,formula_even,,,
2803,formula_3_mod_4,,,
2804,formula_even,,,
2805,formula_divisible_by_3,,,
2806,formula_even,,,
2807,formula_3_mod_4,,,
2808,formula_even,,,
2809,uncovered,,,
2810,formula_even,,,
2811,formula_divisible_by_3,,,
2812,formula_even,,,
2813,general_key_d_3,3,4,8
2814,formula_even,,,
2815,formula_3_mod_4,,,
2816,formula_even,,,
2817,formula_divisible_by_3,,,
2818,formula_even,,,
2819,formula_3_mod_4,,,
2820,formula_even,,,
2821,general_key_d_3,3,4,8
2822,formula_even,,,
2823,formula_divisible_by_3,,,
2824,formula_even,,,
2825,general_key_d_7,7,4,24
2826,formula_even,,,
2827,formula_3_mod_4,,,
2828,formula_even,,,
2829,formula_divisible_by_3,,,
2830,formula_even,,,
2831,formula_3_mod_4,,,
2832,formula_even,,,
2833,general_key_d_7,7,8,20
2834,formula_even,,,
2835,formula_divisible_by_3,,,
2836,formula_even,,,
2837,general_key_d_3,3,4,8
2838,formula_even,,,
2839,formula_3_mod_4,,,
2840,formula_even,,,
2841,formula_divisible_by_3,,,
2842,formula_even,,,
2843,formula_3_mod_4,,,
2844,formula_even,,,
2845,general_key_d_3,3,4,8
2846,formula_even,,,
2847,formula_divisible_by_3,,,
2848,formula_even,,,
2849,general_key_d_7,7,4,24
2850,formula_even,,,
2851,formula_3_mod_4,,,
2852,formula_even,,,
2853,formula_divisible_by_3,,,
2854,formula_even,,,
2855,formula_3_mod_4,,,
2856,formula_even,,,
2857,general_key_d_3,3,2,10
2858,formula_even,,,
2859,formula_divisible_by_3,,,
2860,formula_even,,,
2861,general_key_d_3,3,4,8
2862,formula_even,,,
2863,formula_3_mod_4,,,
2864,formula_even,,,
2865,formula_divisible_by_3,,,
2866,formula_even,,,
2867,formula_3_mod_4,,,
2868,formula_even,,,
2869,general_key_d_3,3,4,8
2870,formula_even,,,
2871,formula_divisible_by_3,,,
2872,formula_even,,,
2873,general_key_d_7,7,4,24
2874,formula_even,,,
2875,formula_3_mod_4,,,
2876,formula_even,,,
2877,formula_divisible_by_3,,,
2878,formula_even,,,
2879,formula_3_mod_4,,,
2880,formula_even,,,
2881,uncovered,,,
2882,formula_even,,,
2883,formula_divisible_by_3,,,
2884,formula_even,,,
2885,general_key_d_3,3,4,8
2886,formula_even,,,
2887,formula_3_mod_4,,,
2888,formula_even,,,
2889,formula_divisible_by_3,,,
2890,formula_even,,,
2891,formula_3_mod_4,,,
2892,formula_even,,,
2893,general_key_d_3,3,4,8
2894,formula_even,,,
2895,formula_divisible_by_3,,,
2896,formula_even,,,
2897,general_key_d_7,7,4,24
2898,formula_even,,,
2899,formula_3_mod_4,,,
2900,formula_even,,,
2901,formula_divisible_by_3,,,
2902,formula_even,,,
2903,formula_3_mod_4,,,
2904,formula_even,,,
2905,general_key_d_3,3,2,10
2906,formula_even,,,
2907,formula_divisible_by_3,,,
2908,formula_even,,,
2909,general_key_d_3,3,4,8
2910,formula_even,,,
2911,formula_3_mod_4,,,
2912,formula_even,,,
2913,formula_divisible_by_3,,,
2914,formula_even,,,
2915,formula_3_mod_4,,,
2916,formula_even,,,
2917,general_key_d_3,3,4,8
2918,formula_even,,,
2919,formula_divisible_by_3,,,
2920,formula_even,,,
2921,general_key_d_7,7,4,24
2922,formula_even,,,
2923,formula_3_mod_4,,,
2924,formula_even,,,
2925,formula_divisible_by_3,,,
2926,formula_even,,,
2927,formula_3_mod_4,,,
2928,formula_even,,,
2929,general_key_d_11,11,2,42
2930,formula_even,,,
2931,formula_divisible_by_3,,,
2932,formula_even,,,
2933,general_key_d_3,3,4,8
2934,formula_even,,,
2935,formula_3_mod_4,,,
2936,formula_even,,,
2937,formula_divisible_by_3,,,
2938,formula_even,,,
2939,formula_3_mod_4,,,
2940,formula_even,,,
2941,general_key_d_3,3,4,8
2942,formula_even,,,
2943,formula_divisible_by_3,,,
2944,formula_even,,,
2945,general_key_d_7,7,4,24
2946,formula_even,,,
2947,formula_3_mod_4,,,
2948,formula_even,,,
2949,formula_divisible_by_3,,,
2950,formula_even,,,
2951,formula_3_mod_4,,,
2952,formula_even,,,
2953,general_key_d_7,7,8,20
2954,formula_even,,,
2955,formula_divisible_by_3,,,
2956,formula_even,,,
2957,general_key_d_3,3,4,8
2958,formula_even,,,
2959,formula_3_mod_4,,,
2960,formula_even,,,
2961,formula_divisible_by_3,,,
2962,formula_even,,,
2963,formula_3_mod_4,,,
2964,formula_even,,,
2965,general_key_d_3,3,4,8
2966,formula_even,,,
2967,formula_divisible_by_3,,,
2968,formula_even,,,
2969,general_key_d_7,7,4,24
2970,formula_even,,,
2971,formula_3_mod_4,,,
2972,formula_even,,,
2973,formula_divisible_by_3,,,
2974,formula_even,,,
2975,formula_3_mod_4,,,
2976,formula_even,,,
2977,general_key_d_3,3,2,10
2978,formula_even,,,
2979,formula_divisible_by_3,,,
2980,formula_even,,,
2981,general_key_d_3,3,4,8
2982,formula_even,,,
2983,formula_3_mod_4,,,
2984,formula_even,,,
2985,formula_divisible_by_3,,,
2986,formula_even,,,
2987,formula_3_mod_4,,,
2988,formula_even,,,
2989,general_key_d_3,3,4,8
2990,formula_even,,,
2991,formula_divisible_by_3,,,
2992,formula_even,,,
2993,general_key_d_7,7,4,24
2994,formula_even,,,
2995,formula_3_mod_4,,,
2996,formula_even,,,
2997,formula_divisible_by_3,,,
2998,formula_even,,,
2999,formula_3_mod_4,,,
3000,formula_even,,,
3001,general_key_d_23,23,8,84
3002,formula_even,,,
3003,formula_divisible_by_3,,,
3004,formula_even,,,
3005,general_key_d_3,3,4,8
3006,formula_even,,,
3007,formula_3_mod_4,,,
3008,formula_even,,,
3009,formula_divisible_by_3,,,
3010,formula_even,,,
3011,formula_3_mod_4,,,
3012,formula_even,,,
3013,general_key_d_3,3,4,8
3014,formula_even,,,
3015,formula_divisible_by_3,,,
3016,formula_even,,,
3017,general_key_d_7,7,4,24
3018,formula_even,,,
3019,formula_3_mod_4,,,
3020,formula_even,,,
3021,formula_divisible_by_3,,,
3022,formula_even,,,
3023,formula_3_mod_4,,,
3024,formula_even,,,
3025,general_key_d_3,3,2,10
3026,formula_even,,,
3027,formula_divisible_by_3,,,
3028,formula_even,,,
3029,general_key_d_3,3,4,8
3030,formula_even,,,
3031,formula_3_mod_4,,,
3032,formula_even,,,
3033,formula_divisible_by_3,,,
3034,formula_even,,,
3035,formula_3_mod_4,,,
3036,formula_even,,,
3037,general_key_d_3,3,4,8
3038,formula_even,,,
3039,formula_divisible_by_3,,,
3040,formula_even,,,
3041,general_key_d_7,7,4,24
3042,formula_even,,,
3043,formula_3_mod_4,,,
3044,formula_even,,,
3045,formula_divisible_by_3,,,
3046,formula_even,,,
3047,formula_3_mod_4,,,
3048,formula_even,,,
3049,uncovered,,,
3050,formula_even,,,
3051,formula_divisible_by_3,,,
3052,formula_even,,,
3053,general_key_d_3,3,4,8
3054,formula_even,,,
3055,formula_3_mod_4,,,
3056,formula_even,,,
3057,formula_divisible_by_3,,,
3058,formula_even,,,
3059,formula_3_mod_4,,,
3060,formula_even,,,
3061,general_key_d_3,3,4,8
3062,formula_even,,,
3063,formula_divisible_by_3,,,
3064,formula_even,,,
3065,general_key_d_7,7,4,24
3066,formula_even,,,
3067,formula_3_mod_4,,,
3068,formula_even,,,
3069,formula_divisible_by_3,,,
3070,formula_even,,,
3071,formula_3_mod_4,,,
3072,formula_even,,,
3073,general_key_d_7,7,8,20
3074,formula_even,,,
3075,formula_divisible_by_3,,,
3076,formula_even,,,
3077,general_key_d_3,3,4,8
3078,formula_even,,,
3079,formula_3_mod_4,,,
3080,formula_even,,,
3081,formula_divisible_by_3,,,
3082,formula_even,,,
3083,formula_3_mod_4,,,
3084,formula_even,,,
3085,general_key_d_3,3,4,8
3086,formula_even,,,
3087,formula_divisible_by_3,,,
3088,formula_even,,,
3089,general_key_d_7,7,4,24
3090,formula_even,,,
3091,formula_3_mod_4,,,
3092,formula_even,,,
3093,formula_divisible_by_3,,,
3094,formula_even,,,
3095,formula_3_mod_4,,,
3096,formula_even,,,
3097,general_key_d_3,3,2,10
3098,formula_even,,,
3099,formula_divisible_by_3,,,
3100,formula_even,,,
3101,general_key_d_3,3,4,8
3102,formula_even,,,
3103,formula_3_mod_4,,,
3104,formula_even,,,
3105,formula_divisible_by_3,,,
3106,formula_even,,,
3107,formula_3_mod_4,,,
3108,formula_even,,,
3109,general_key_d_3,3,4,8
3110,formula_even,,,
3111,formula_divisible_by_3,,,
3112,formula_even,,,
3113,general_key_d_7,7,4,24
3114,formula_even,,,
