focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
841,508588080,223664281,223664281,47,4,184,55916082,12506430276867042,271878919062327,True,184,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,239400001,239400001,19,5,71,59850005,11462473005480004,807216408836620,True,1420,2;5;71,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,255616201,255616201,95,104,276,63904074,628266024011649,236737922091346,True,7176,2;3;13;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,271832401,271832401,11,1,43,67958103,73892857223581212,1718438540083284,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,287568121,287568121,23,18,74,71892036,4594190601640968,1117505822020776,True,1332,2;3;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,303664201,303664201,167,12,656,75916092,7684333140074164,140567069635503,True,1968,2;3;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,508588080,319399921,319399921,23,24,68,79849986,4250679870041851,1500239954132418,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,335616121,335616121,47,2,186,83904042,56319098224522164,605581701338948,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,351952441,351952441,207,4,824,87988162,30967648395003442,150328390267007,True,824,2;103,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,367688161,367688161,23,6,86,91922046,22532432032731604,1572030141818484,True,516,2;3;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,384144601,384144601,167,36,632,96036192,4099087184155488,233492307958224,True,5688,2;3;79,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,399760201,399760201,39,46,110,99940060,3474092041178440,1452802126310984,True,5060,2;5;11;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,415976401,415976401,35,2,138,103994109,86518190374043418,1253886817015122,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,432072481,432072481,35,6,134,108018129,31114440660005366,1393183910149494,True,804,2;3;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,508588080,448048441,448048441,23,23,69,112012116,8728148512506288,2909382837502096,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,463904281,463904281,15,17,43,115976074,12659246405217128,5004818346248632,True,2924,2;17;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,479519881,479519881,35,2,138,119879979,114969666528724998,1666227051140942,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,508588080,495856201,495856201,23,16,76,123964056,15367086467177814,3235176098353224,True,304,2;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,319901902320,24412468921,24412468921,271,2,1082,6103117298,297984322717284990916,550802814634537876,True,2164,2;541,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,319901902320,138336198841,138336198841,71,8,276,34584049728,2392112989949819982624,69336608404342608192,True,552,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,319901902320,253785693001,253785693001,15,1,59,63446423254,64407177975804605781016,1091647084335671284424,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,13732239361,13732239361,11,1,43,3433059843,188574398018852321292,4385451116717495844,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,96123508321,96123508321,35,2,138,24030877089,4619864427650839515138,66954556922475935002,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,185126422321,185126422321,19,2,74,46281605585,17135896122445324525570,463132327633657419610,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,269552043601,269552043601,95,8,372,67388010924,9082288029385356148662,195318022137319487068,True,744,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,356012017201,356012017201,11,3,41,89003004303,42248185465147084021204,3091330643791250050332,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,441963402721,441963402721,39,1,155,110490850690,195331649361961402909960,1260204189432009051032,True,620,2;5;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,198857939280,61031050921,61031050921,23,16,76,15257762736,232799323620338069964,49010383920071172624,True,304,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,994289696400,251242992841,251242992841,23,3,89,62810748216,21041013819160455362208,709247656825633326816,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,994289696400,335160026041,335160026041,35,3,137,83790006519,37444081022511466348372,819943380054995613468,True,1644,2;3;137,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,319901902320,33058826641,33058826641,35,6,134,8264706669,182147670006125045886,8155865821169778174,True,804,2;3;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,319901902320,135793618801,135793618801,47,16,172,33948404712,1152494182090850047578,107208761124730236984,True,688,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,319901902320,237002646721,237002646721,59,9,227,59250661695,6241139396304698689820,247446055360098185940,True,8172,2;3;227,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,739487669761,739487669761,39,22,134,184871917450,24856455170790627859900,4080910550428312036700,True,2948,2;11;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,959705706960,94598104441,94598104441,91,2,362,23649526133,4474400686219385713306,24720445780217600626,True,724,2;181,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,211064774761,211064774761,15,1,59,52766193694,44548339148077634228536,755056595730129393704,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,334143090121,334143090121,11,6,38,83535772533,18608600779881050297662,2938200123139113204894,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,455187053161,455187053161,143,148,424,113796763326,1399967928584370193878,488668050543600916731,True,15688,2;37;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,576231016201,576231016201,11,1,43,144057754053,332042184038375665650612,7721911256706410829084,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,703378036201,703378036201,31,62,62,175844509058,7979688094060967510236,7979688094060967510236,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,823404823081,823404823081,83,66,266,205851205791,10272659132445386524974,2548855273463892897174,True,17556,2;3;7;11;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,948008902681,948008902681,11,1,43,237002225673,898720879572861826917252,20900485571461902951564,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,93581168521,93581168521,11,6,38,23395292133,1459572517130865696862,230458818494347215294,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,195807372601,195807372601,23,18,74,48951843156,2130029287189467504168,518115232019059663176,True,1332,2;3;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,299559340921,299559340921,35,2,138,74889835239,44867899371754241030238,650259411184844072902,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,198857939280,57471534961,57471534961,47,36,152,14367883752,91749370374294650408,21730114036017154044,True,1368,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,32550839161,32550839161,35,1,139,8137709799,1059557131224570554556,7622713174277486004,True,556,2;139,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,367200593760,117993636601,117993636601,23,24,68,29498409156,580104095043445853126,204742621780039712868,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,206487962521,206487962521,71,8,276,51621990648,5329659835091818251804,154482893770777340632,True,552,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,291930759961,291930759961,19,2,74,72982689995,42611784308476842580390,1151669846175049799470,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,222252990960,20853433441,20853433441,215,68,792,5213358414,6395083687672136622,549072841870840013,True,13464,2;3;11;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,222252990960,168343976641,168343976641,527,12,2096,42085994292,2361641213335235777724,13520846641232265903,True,6288,2;3;131,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,26448022441,26448022441,35,34,106,6612005619,20573467410744717174,6599036716653965886,True,3604,2;17;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,134777283481,134777283481,35,2,138,33694320879,9082458073617520199598,131629827153877104342,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,245649484921,245649484921,11,3,41,61412371233,20114556481551583570124,1471796815723286602692,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,354487334041,354487334041,11,6,38,88621833513,20943544999899146344022,3306875526299865212214,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,464850947401,464850947401,27,7,101,116212736857,30869486187451177747804,2139469339724339051828,True,2828,2;7;101,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,613865812560,572671620361,572671620361,39,4,152,143167905100,81988196197306875741100,2157584110455444098450,True,152,2;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,71712481681,71712481681,35,6,134,17928120429,857113338559616240766,38378209189236548094,True,804,2;3;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,550800890640,187670563921,187670563921,39,1,155,46917640990,35220240569745298887160,227227358514485799272,True,620,2;5;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,302102881921,302102881921,31,2,122,75525720488,45633075637169428994896,748083207166711950736,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,550800890640,418060964161,418060964161,11,1,43,104515241043,174774969759823597039692,4064534180461013884644,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,533510458321,533510458321,95,27,353,133377614604,10541978118095073025168,806326938211237880112,True,38124,2;3;353,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,134268935641,134268935641,11,1,43,33567233913,18028147079643958372932,419259234410324613324,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,741012832560,66626841121,66626841121,143,76,496,16656710316,58409683780139668644,8949870901795594389,True,9424,2;19;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,741012832560,175464690241,175464690241,15,17,43,43866172564,1811050442588355940688,715996686604698860272,True,2924,2;17;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,741012832560,283285363201,283285363201,23,3,89,70821340806,26750199003479349440008,901692101240876947416,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,741012832560,389580271921,389580271921,11,1,43,97395067983,151772788274325684021372,3529599727309899628404,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,741012832560,488246359441,488246359441,59,86,150,122061589875,2771912878327868663250,1589230050241311366930,True,12900,2;3;5;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,741012832560,601661501281,601661501281,95,12,368,150415375344,30166380181738717271888,983686310274088606692,True,1104,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,741012832560,702361941121,702361941121,11,3,41,175590485283,164437432114328350696324,12032007227877684197292,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,183600296880,134269175881,134269175881,15,1,59,33567293974,18028211593776949764376,305562908369100843464,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,415009796041,415009796041,279,136,980,103752449080,1266420080336618767420,175748092781408318744,True,33320,2;5;7;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,485703539161,485703539161,31,2,122,121425884798,117953963984288935148956,1933671540726048117196,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,396190114320,17294037601,17294037601,39,46,110,4323509410,6501820374331941340,2718943065629720924,True,5060,2;5;11;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,396190114320,115451537041,115451537041,107,2,426,28862884287,6664528708741354749534,31288867177189458918,True,852,2;3;71,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,396190114320,216660564961,216660564961,47,36,152,54165141252,1303938900538965207908,308827634338175970294,True,1368,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,396190114320,318886769041,318886769041,31,2,122,79721692268,50844385739646782949976,833514520322078409016,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,371777886480,17802745801,17802745801,263,1,1051,4450686516,316937762737145277264,301558289949710064,True,4204,2;1051,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,120537537961,120537537961,119,4,472,30134384520,3632324518010870763720,30782411169583650540,True,472,2;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,222255153961,222255153961,19,2,74,55563788495,24698676733225330957390,667531803600684620470,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,371777886480,325498534201,325498534201,199,284,512,81374633600,373060900816104841600,206932218421433154325,True,36352,2;71,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,406361875920,55946971921,55946971921,111,112,332,13986743008,27946997083386395656,9427902630539988896,True,9296,2;7;83,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,406361875920,149018590561,149018590561,111,196,248,37254647668,113298675251673580852,89542501408580733254,True,12152,2;7;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,406361875920,248193266161,248193266161,87,2,346,62048316562,30799948694628900916964,178034385518086132468,True,692,2;173,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,406361875920,344825001361,344825001361,47,24,164,86206250352,4954345065825851121512,725026107194026993392,True,984,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,32552040361,32552040361,27,14,94,8138010097,75688238038791292862,11272716303649767022,True,1316,2;7;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,121046366281,121046366281,19,2,74,30261591575,7326111396066947365150,198003010704512090950,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,214626573001,214626573001,35,2,138,53656643259,23032282922832756100518,333801201780184871022,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,303120898921,303120898921,23,24,68,75780224736,3828428307068619984976,1351209990730101171168,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,393140989081,393140989081,11,3,41,98285247273,51519945766637170701484,3769752129266134441572,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,487229783881,487229783881,23,23,69,121807445976,10321428796170967497888,3440476265390322499296,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,647432625840,581827166761,581827166761,55,8,212,145456791704,42315356501641624675372,1596805905722325459448,True,424,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,397715878560,39163805521,39163805521,35,38,102,9790951389,40363254322564296702,15037290826053365438,True,3876,2;3;17;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,397715878560,168853765921,168853765921,55,56,164,42213441494,509135612053407466141,173851184603602549414,True,2296,2;7;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,397715878560,292440669361,292440669361,755,3,3017,73110167529,28507181772367476505292,28346551314916284228,True,36204,2;3;7;431,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,16277462041,16277462041,71,8,276,4069365528,33119471456486961324,959984679898172792,True,552,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,89514145561,89514145561,11,6,38,22378536393,1335463709416758600982,210862690960540831734,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,162750829081,162750829081,75,2,298,40687707289,13243916189379593742818,88885343552883179482,True,596,2;149,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,771528117360,239547629161,239547629161,15,23,37,59886907294,2494915940880399652232,1550893692979707891928,True,3404,2;23;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,313801488841,313801488841,95,26,354,78450372234,3787360554947668806276,278167724374687539444,True,9204,2;3;13;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,389072524681,389072524681,11,6,38,97268131173,25229571577654525320542,3983616564892819787454,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,465360736681,465360736681,35,9,131,116340184179,24062290584507849408844,1653134467637943852516,True,4716,2;3;131,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,539106008281,539106008281,27,2,106,134776502077,145317644089614751399274,2741842341313485875458,True,212,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,771528117360,610308339481,610308339481,15,1,59,152577084874,372476269249210168441576,6313157105918816414264,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,683036434921,683036434921,59,101,135,170759108745,4619195757127610078580,3455842751628804577308,True,54540,2;3;5;101,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,771528117360,756273118441,756273118441,11,6,38,189068279613,95324838280798969762222,15051290254862995225614,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,319901902320,70187918641,70187918641,55,56,164,17546979674,87970427268142335931,30038682481804700074,True,2296,2;7;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,319901902320,163768125361,163768125361,11,3,41,40942031343,8939999628685886919764,654146314294089286812,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,319901902320,257348332081,257348332081,143,248,324,64337083056,267049048635780101928,204407913770597115056,True,20088,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959705706960,542157656881,542157656881,39,46,110,135539414230,6389889672518266853620,2672135681234911593332,True,5060,2;5;11;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,74765571721,74765571721,15,23,37,18691392934,243038726777803412072,151078127456472391288,True,3404,2;23;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,161225545321,161225545321,39,46,110,40306386340,565079923268296114360,236306149730378375096,True,5060,2;5;11;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,246668342761,246668342761,23,6,86,61667085696,10140878554355258831104,707503154955018057984,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,333128316361,333128316361,35,53,87,83282079099,2093858022135358327452,1275568680151425187988,True,18444,2;3;29;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,419588289961,419588289961,11,17,27,104897072493,10356137239824216739476,6520530854704136465596,True,1836,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,504013911241,504013911241,59,10,226,126003477825,25403002275418744692330,1124026649354811712050,True,2260,2;5;113,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,164273949840,77817580681,77817580681,95,4,376,19454395194,1513893967609153647114,16105254974565464331,True,376,2;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,20347247761,20347247761,31,62,62,5086811948,6677588581907809576,6677588581907809576,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,103755692881,103755692881,71,72,212,25938923238,149517275174764559371,50779451946146454126,True,3816,2;3;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,184621197601,184621197601,71,72,212,46155299418,473402591899105460901,160778238758186760306,True,3816,2;3;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,269046818881,269046818881,59,6,230,67261704735,12064365127643230067690,314722568547214697418,True,1380,2;3;5;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,613865812560,350420911681,350420911681,23,6,86,87605227926,20465802558567147202404,1427846690132591665284,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,434846532961,434846532961,39,8,148,108711633250,23636438405645134276625,1277645319224061312250,True,296,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,518254978081,518254978081,19,2,74,129563744525,134294111157792317513050,3629570571832224797650,True,148,2;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,613865812560,598103306641,598103306641,95,8,372,149525826684,44715945683964736104222,961633240515370668908,True,744,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,72731940121,72731940121,27,2,106,18182985037,2644967557864245938954,49905048261589546018,True,212,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,367200593760,158683325641,158683325641,23,24,68,39670831416,1049183243339056856276,370299968237314184568,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,246669063481,246669063481,23,24,68,61667265876,2535234453511124845726,894788630650985239668,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,332620449001,332620449001,23,3,89,83155112256,36878787700425704075008,1243105203385136092416,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,444505981920,81886645681,81886645681,23,24,68,20471661426,279392614282042866851,98609157981897482418,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,444505981920,208525077601,208525077601,47,2,186,52131269412,21741353999151875281224,233777999990880379368,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,444505981920,347369623441,347369623441,191,12,752,86842405908,10055471279657477896476,160459648079640604731,True,2256,2;3;47,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,619968869520,21873372361,21873372361,47,24,164,5468343102,19935184144625300637,2917344021164678142,True,984,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,619968869520,120539459881,120539459881,11,6,38,30134864973,2421626898288190432142,382362141834977436654,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,619968869520,220731311641,220731311641,23,16,76,55182827916,3045144496489567642539,641083051892540556324,True,304,2;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,619968869520,318380223001,318380223001,71,12,272,79595055768,8447163868397623773256,372668994194012813526,True,816,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,619968869520,416029134361,416029134361,23,3,89,104007283596,57693413548910553656208,1944721805019456864816,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,619968869520,516729574201,516729574201,11,6,38,129182393553,44501575476605131684102,7026564548937652371174,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,619968869520,615904249801,615904249801,11,6,38,153976062453,63223007488284592547902,9982580129729146191774,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,76801005121,76801005121,27,1,107,19200251287,5898394389669495362908,55125181211864442644,True,428,2;107,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,550800890640,157157921761,157157921761,23,24,68,39289480446,1029108848993801230901,363214887880165140318,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,236497662241,236497662241,23,24,68,59124415566,2330464343787398473901,822516827219081814318,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,315328814641,315328814641,23,6,86,78832203666,16572043558358449782604,1156189085466868589484,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,394159967041,394159967041,47,2,186,98539991772,77681039818143862373304,835279998044557659928,True,372,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,471973943281,471973943281,59,101,135,117993485835,2205538645188743244540,1650069653067133834804,True,54540,2;3;5;101,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
